studentID	moduleID	grade_points	timestamp
5	88	20.0	10.0
5	89	8.0	6.0
5	90	20.0	9.0
5	91	10.0	2.0
5	92	16.0	1.0
5	93	14.0	6.0
5	94	20.0	10.0
5	95	14.0	2.0
5	96	10.0	2.0
5	97	12.0	1.0
5	98	10.0	6.0
5	99	20.0	5.0
5	100	18.0	9.0
5	101	14.0	2.0
6	102	18.0	14.0
6	103	0.0	9.0
6	2	0.0	1.0
6	30	0.0	2.0
6	104	18.0	10.0
6	105	16.0	9.0
6	106	0.0	10.0
6	56	14.0	5.0
6	12	18.0	2.0
6	107	16.0	10.0
6	108	0.0	1.0
6	109	0.0	2.0
6	7	0.0	9.0
6	10	18.0	5.0
6	110	20.0	14.0
6	3	20.0	5.0
6	111	14.0	14.0
6	26	0.0	1.0
6	15	18.0	1.0
6	44	16.0	5.0
6	45	18.0	10.0
6	83	16.0	9.0
6	51	20.0	5.0
6	47	16.0	9.0
6	43	18.0	2.0
6	112	16.0	10.0
6	16	16.0	2.0
6	57	18.0	10.0
6	27	18.0	1.0
7	24	0.0	5.0
7	47	0.0	10.0
7	30	18.0	2.0
7	0	16.0	2.0
7	3	16.0	2.0
7	37	16.0	6.0
7	7	0.0	9.0
7	15	0.0	1.0
7	2	0.0	1.0
7	11	16.0	5.0
7	55	18.0	14.0
7	25	14.0	5.0
7	54	14.0	9.0
7	57	14.0	9.0
7	113	0.0	1.0
7	43	18.0	2.0
7	10	0.0	5.0
7	114	20.0	14.0
7	38	18.0	14.0
7	115	9.0	14.0
7	51	14.0	6.0
7	46	20.0	10.0
7	80	12.0	6.0
7	45	14.0	9.0
7	44	12.0	6.0
7	116	14.0	14.0
7	117	18.0	14.0
7	23	40.0	10.0
7	118	16.0	5.0
7	42	16.0	10.0
7	56	16.0	6.0
7	26	14.0	1.0
7	27	16.0	1.0
7	16	20.0	2.0
7	52	14.0	9.0
8	15	0.0	6.0
8	119	0.0	1.0
8	120	18.0	1.0
8	121	20.0	1.0
8	122	0.0	6.0
8	123	18.0	9.0
8	124	0.0	5.0
8	7	0.0	14.0
8	125	20.0	5.0
8	126	0.0	9.0
8	23	0.0	18.0
8	127	18.0	9.0
8	52	16.0	17.0
8	128	0.0	1.0
8	129	20.0	2.0
8	54	20.0	17.0
8	27	14.0	6.0
8	130	0.0	5.0
8	46	20.0	17.0
8	131	0.0	18.0
8	18	20.0	6.0
8	51	20.0	14.0
8	132	20.0	6.0
8	10	0.0	5.0
8	133	0.0	9.0
8	134	20.0	2.0
8	135	16.0	6.0
8	44	18.0	14.0
8	136	18.0	1.0
8	137	20.0	5.0
8	2	20.0	2.0
8	42	20.0	18.0
8	57	16.0	17.0
8	25	18.0	9.0
8	138	0.0	2.0
8	139	0.0	5.0
8	47	20.0	18.0
8	140	0.0	9.0
8	45	20.0	17.0
8	43	0.0	6.0
8	56	18.0	14.0
8	141	20.0	2.0
8	49	18.0	18.0
8	142	20.0	18.0
8	143	60.0	14.0
8	144	16.0	9.0
9	145	0.0	9.0
9	1	18.0	5.0
9	12	0.0	5.0
9	15	0.0	2.0
9	7	18.0	10.0
9	23	40.0	14.0
9	146	20.0	5.0
9	11	14.0	9.0
9	147	0.0	14.0
9	16	12.0	2.0
9	14	12.0	10.0
9	25	0.0	5.0
9	148	0.0	10.0
9	35	20.0	10.0
9	3	18.0	5.0
9	30	12.0	2.0
9	149	0.0	14.0
9	10	20.0	1.0
9	2	0.0	1.0
9	150	0.0	9.0
9	121	0.0	1.0
9	26	16.0	1.0
9	39	12.0	14.0
9	151	14.0	10.0
9	152	0.0	2.0
9	5	16.0	9.0
9	79	0.0	1.0
9	4	14.0	14.0
9	29	18.0	9.0
9	27	16.0	1.0
9	0	18.0	2.0
9	24	14.0	9.0
10	0	14.0	2.0
10	3	16.0	2.0
10	16	12.0	2.0
10	54	18.0	9.0
10	153	18.0	1.0
10	43	0.0	2.0
10	44	14.0	5.0
10	7	18.0	9.0
10	79	0.0	1.0
10	30	14.0	2.0
10	42	16.0	10.0
10	45	14.0	9.0
10	19	20.0	14.0
10	57	18.0	9.0
10	52	16.0	9.0
10	49	18.0	10.0
10	47	20.0	10.0
10	56	16.0	5.0
10	18	0.0	5.0
10	4	14.0	14.0
10	27	18.0	1.0
10	2	18.0	1.0
10	154	20.0	14.0
10	26	16.0	1.0
10	25	12.0	5.0
10	15	12.0	1.0
10	51	12.0	5.0
10	46	14.0	10.0
10	24	14.0	10.0
11	12	0.0	5.0
11	15	10.0	1.0
11	21	0.0	5.0
11	1	10.0	6.0
11	112	10.0	10.0
11	155	8.0	9.0
11	7	12.0	6.0
11	14	10.0	10.0
11	11	0.0	5.0
11	156	12.0	10.0
11	3	12.0	6.0
11	26	20.0	1.0
11	16	10.0	2.0
11	0	10.0	2.0
11	50	14.0	9.0
11	25	14.0	5.0
11	2	16.0	2.0
11	84	10.0	9.0
11	30	12.0	2.0
11	29	12.0	6.0
11	157	0.0	2.0
11	79	0.0	1.0
11	24	12.0	5.0
11	10	16.0	1.0
11	5	8.0	9.0
11	27	14.0	1.0
12	158	20.0	10.0
12	159	20.0	10.0
12	12	0.0	5.0
12	26	14.0	1.0
12	27	20.0	1.0
12	0	0.0	2.0
12	7	0.0	9.0
12	10	0.0	1.0
12	2	0.0	1.0
12	24	0.0	5.0
12	1	20.0	9.0
12	160	20.0	10.0
12	78	0.0	5.0
12	25	0.0	5.0
12	161	20.0	10.0
12	74	18.0	2.0
12	162	0.0	9.0
12	15	16.0	2.0
12	163	16.0	9.0
12	11	0.0	5.0
12	30	20.0	2.0
12	16	20.0	2.0
12	164	0.0	1.0
12	165	0.0	9.0
12	166	20.0	10.0
13	167	16.0	10.0
13	168	0.0	1.0
13	10	0.0	2.0
13	2	0.0	2.0
13	169	18.0	10.0
13	30	0.0	1.0
13	11	14.0	5.0
13	113	0.0	14.0
13	12	16.0	6.0
13	1	16.0	5.0
13	170	0.0	2.0
13	171	0.0	5.0
13	172	0.0	6.0
13	173	12.0	10.0
13	76	18.0	10.0
13	39	18.0	14.0
13	36	0.0	5.0
13	7	0.0	6.0
13	83	16.0	10.0
13	174	0.0	14.0
13	25	18.0	5.0
13	24	16.0	6.0
13	111	18.0	14.0
13	15	0.0	1.0
13	16	0.0	1.0
13	27	16.0	2.0
13	3	14.0	6.0
13	0	18.0	1.0
13	26	0.0	2.0
14	25	0.0	5.0
14	15	0.0	1.0
14	175	14.0	1.0
14	30	16.0	1.0
14	176	16.0	6.0
14	177	14.0	17.0
14	178	10.0	10.0
14	2	12.0	2.0
14	11	10.0	5.0
14	179	0.0	5.0
14	3	0.0	6.0
14	180	14.0	17.0
14	163	14.0	6.0
14	10	12.0	2.0
14	0	12.0	1.0
14	24	0.0	5.0
14	7	18.0	10.0
14	12	0.0	6.0
14	181	0.0	2.0
14	182	16.0	10.0
14	183	16.0	5.0
14	184	14.0	5.0
14	158	18.0	10.0
14	185	20.0	17.0
14	26	12.0	2.0
14	27	16.0	2.0
14	1	20.0	6.0
14	16	14.0	1.0
14	186	18.0	17.0
15	2	0.0	6.0
15	187	20.0	1.0
15	188	75.0	17.0
15	189	16.0	2.0
15	190	20.0	10.0
15	191	0.0	6.0
15	192	0.0	5.0
15	193	20.0	6.0
15	10	0.0	5.0
15	194	18.0	17.0
15	12	0.0	17.0
15	7	14.0	14.0
15	15	14.0	5.0
15	0	10.0	10.0
15	195	0.0	2.0
15	26	16.0	1.0
15	196	0.0	5.0
15	197	0.0	2.0
15	198	20.0	6.0
15	60	18.0	1.0
15	199	25.0	14.0
15	200	20.0	5.0
15	30	14.0	1.0
15	16	12.0	2.0
15	25	12.0	14.0
15	27	12.0	6.0
15	55	12.0	2.0
15	184	14.0	14.0
15	201	0.0	10.0
15	202	18.0	1.0
15	24	16.0	10.0
15	203	20.0	14.0
15	204	25.0	10.0
16	205	18.0	5.0
16	0	16.0	1.0
16	10	0.0	2.0
16	18	18.0	9.0
16	25	14.0	5.0
16	23	40.0	14.0
16	7	16.0	9.0
16	206	36.0	17.0
16	207	18.0	18.0
16	12	14.0	5.0
16	2	16.0	2.0
16	3	16.0	9.0
16	208	18.0	17.0
16	209	12.0	9.0
16	30	16.0	1.0
16	27	14.0	2.0
16	210	16.0	18.0
16	181	0.0	2.0
16	211	16.0	9.0
16	15	0.0	1.0
16	24	12.0	5.0
16	212	0.0	1.0
16	206	0.0	14.0
16	213	20.0	14.0
16	16	16.0	1.0
16	26	16.0	2.0
16	214	18.0	18.0
17	69	16.0	10.0
17	12	0.0	6.0
17	215	18.0	10.0
17	216	18.0	14.0
17	26	0.0	1.0
17	217	20.0	6.0
17	108	0.0	2.0
17	2	16.0	1.0
17	25	12.0	5.0
17	11	12.0	5.0
17	218	18.0	10.0
17	219	20.0	6.0
17	220	0.0	5.0
17	221	0.0	1.0
17	222	20.0	5.0
17	223	18.0	14.0
17	10	0.0	1.0
17	23	40.0	14.0
17	224	18.0	14.0
17	1	0.0	5.0
17	3	14.0	6.0
17	27	16.0	1.0
17	225	0.0	14.0
17	7	16.0	6.0
17	16	16.0	2.0
17	64	14.0	10.0
17	15	18.0	2.0
17	226	18.0	10.0
17	30	18.0	2.0
17	0	18.0	2.0
18	227	0.0	1.0
18	228	18.0	1.0
18	229	18.0	1.0
18	230	18.0	1.0
18	231	20.0	5.0
18	232	18.0	1.0
18	233	14.0	2.0
18	234	16.0	2.0
18	227	0.0	5.0
18	235	16.0	5.0
18	236	18.0	5.0
18	237	20.0	5.0
18	238	16.0	1.0
18	239	20.0	5.0
18	240	16.0	2.0
18	241	18.0	1.0
18	242	16.0	5.0
18	243	16.0	2.0
18	227	0.0	2.0
18	244	16.0	2.0
18	245	16.0	2.0
19	42	18.0	9.0
19	47	16.0	9.0
19	10	16.0	6.0
19	116	18.0	14.0
19	43	14.0	2.0
19	45	18.0	10.0
19	29	20.0	14.0
19	76	20.0	14.0
19	74	0.0	14.0
19	15	0.0	1.0
19	11	0.0	9.0
19	26	14.0	1.0
19	3	0.0	2.0
19	7	16.0	10.0
19	24	14.0	6.0
19	54	18.0	10.0
19	151	18.0	1.0
19	51	18.0	6.0
19	46	16.0	9.0
19	30	16.0	2.0
19	16	16.0	2.0
19	0	16.0	2.0
19	44	16.0	6.0
19	57	18.0	10.0
19	52	18.0	10.0
19	27	16.0	1.0
19	153	0.0	10.0
19	49	18.0	9.0
19	2	0.0	1.0
19	56	20.0	6.0
19	23	40.0	14.0
20	79	0.0	2.0
20	44	12.0	6.0
20	57	12.0	9.0
20	46	12.0	10.0
20	10	14.0	5.0
20	7	0.0	9.0
20	3	10.0	2.0
20	30	14.0	2.0
20	164	0.0	5.0
20	52	14.0	9.0
20	246	16.0	1.0
20	42	16.0	10.0
20	247	0.0	6.0
20	43	16.0	2.0
20	16	18.0	2.0
20	45	14.0	9.0
20	41	14.0	6.0
20	15	10.0	1.0
20	25	10.0	5.0
20	0	6.0	2.0
20	2	16.0	1.0
20	26	10.0	1.0
20	47	18.0	10.0
20	248	16.0	10.0
20	11	12.0	5.0
20	54	12.0	9.0
20	24	12.0	5.0
20	49	14.0	10.0
20	27	10.0	1.0
20	56	16.0	6.0
20	51	14.0	6.0
21	249	14.0	2.0
21	250	0.0	9.0
21	251	20.0	14.0
21	252	0.0	10.0
21	253	18.0	2.0
21	254	8.0	9.0
21	255	16.0	9.0
21	256	16.0	1.0
21	257	18.0	1.0
21	258	0.0	2.0
21	259	14.0	2.0
21	260	14.0	2.0
21	258	0.0	1.0
21	261	14.0	17.0
21	262	18.0	1.0
21	263	14.0	1.0
22	12	20.0	5.0
22	16	0.0	2.0
22	11	18.0	5.0
22	264	16.0	1.0
22	265	20.0	1.0
22	7	16.0	6.0
22	266	18.0	14.0
22	121	20.0	1.0
22	10	0.0	10.0
22	267	0.0	6.0
22	129	0.0	2.0
22	268	0.0	5.0
22	34	0.0	14.0
22	269	18.0	10.0
22	270	0.0	5.0
22	271	24.0	14.0
22	272	14.0	1.0
22	273	0.0	2.0
22	274	9.0	10.0
22	275	14.0	2.0
22	139	20.0	5.0
22	276	10.0	6.0
22	277	20.0	14.0
22	278	20.0	6.0
22	279	0.0	5.0
22	61	18.0	14.0
22	280	12.0	10.0
22	281	12.0	10.0
22	3	18.0	5.0
22	15	0.0	1.0
22	282	20.0	6.0
22	26	0.0	6.0
22	283	20.0	5.0
22	2	0.0	1.0
22	284	12.0	6.0
22	273	0.0	1.0
22	138	0.0	2.0
22	134	20.0	2.0
22	285	0.0	10.0
22	68	18.0	14.0
22	155	18.0	10.0
22	25	20.0	6.0
22	286	16.0	10.0
22	27	20.0	2.0
23	181	0.0	9.0
23	11	0.0	6.0
23	287	0.0	10.0
23	70	14.0	9.0
23	10	0.0	2.0
23	288	16.0	6.0
23	27	18.0	2.0
23	3	0.0	5.0
23	289	18.0	9.0
23	30	14.0	1.0
23	15	18.0	1.0
23	24	16.0	6.0
23	290	0.0	5.0
23	291	0.0	17.0
23	7	0.0	9.0
23	292	0.0	17.0
23	293	0.0	17.0
23	2	0.0	2.0
23	1	0.0	5.0
23	294	0.0	17.0
23	248	16.0	10.0
23	295	14.0	5.0
23	296	18.0	1.0
23	297	0.0	14.0
23	298	0.0	10.0
23	299	0.0	17.0
23	16	16.0	1.0
23	68	14.0	10.0
23	300	12.0	14.0
23	69	16.0	10.0
23	162	16.0	14.0
23	25	16.0	6.0
23	12	18.0	5.0
23	301	16.0	6.0
23	33	0.0	2.0
23	78	0.0	17.0
23	302	20.0	14.0
23	26	20.0	2.0
23	303	16.0	9.0
23	63	18.0	10.0
23	0	18.0	1.0
23	304	20.0	14.0
24	305	12.0	5.0
24	96	8.0	2.0
24	87	16.0	1.0
24	97	18.0	1.0
24	306	16.0	2.0
24	307	18.0	2.0
24	95	18.0	2.0
24	308	12.0	5.0
24	91	8.0	2.0
24	309	16.0	2.0
24	92	16.0	2.0
24	310	12.0	5.0
24	86	20.0	1.0
24	98	6.0	1.0
24	311	10.0	2.0
24	101	20.0	1.0
24	312	7.0	1.0
25	27	18.0	1.0
25	313	18.0	17.0
25	16	18.0	2.0
25	314	16.0	17.0
25	315	0.0	10.0
25	166	16.0	17.0
25	23	40.0	17.0
25	316	18.0	9.0
25	3	0.0	2.0
25	54	16.0	9.0
25	56	14.0	5.0
25	2	16.0	1.0
25	15	0.0	1.0
25	11	0.0	6.0
25	24	0.0	6.0
25	317	0.0	5.0
25	46	12.0	10.0
25	10	0.0	6.0
25	318	0.0	6.0
25	7	10.0	9.0
25	26	12.0	1.0
25	50	8.0	10.0
25	319	0.0	17.0
25	44	14.0	5.0
25	47	10.0	10.0
25	43	18.0	2.0
25	25	0.0	5.0
25	52	14.0	9.0
25	320	0.0	2.0
25	0	10.0	2.0
25	51	12.0	5.0
25	45	12.0	9.0
25	49	12.0	10.0
25	321	20.0	1.0
25	322	18.0	5.0
25	57	14.0	9.0
25	30	16.0	6.0
26	11	0.0	6.0
26	180	20.0	17.0
26	49	12.0	9.0
26	248	18.0	10.0
26	43	0.0	2.0
26	56	20.0	5.0
26	2	0.0	1.0
26	12	0.0	17.0
26	151	0.0	14.0
26	45	20.0	10.0
26	46	20.0	9.0
26	23	40.0	14.0
26	25	18.0	5.0
26	55	0.0	17.0
26	0	18.0	2.0
26	323	0.0	5.0
26	7	14.0	14.0
26	10	20.0	6.0
26	7	0.0	9.0
26	47	14.0	9.0
26	57	18.0	10.0
26	324	20.0	17.0
26	29	20.0	14.0
26	16	16.0	2.0
26	27	14.0	1.0
26	3	14.0	2.0
26	52	16.0	10.0
26	54	16.0	10.0
26	155	20.0	14.0
26	15	12.0	1.0
26	51	14.0	5.0
26	39	16.0	17.0
26	42	14.0	9.0
26	164	12.0	1.0
26	74	0.0	6.0
26	325	0.0	6.0
26	24	16.0	6.0
26	44	16.0	5.0
26	30	16.0	2.0
26	26	10.0	1.0
27	326	16.0	6.0
27	327	0.0	10.0
27	328	0.0	9.0
27	329	0.0	9.0
27	7	0.0	9.0
27	43	0.0	2.0
27	330	18.0	10.0
27	331	16.0	6.0
27	15	20.0	1.0
27	323	0.0	18.0
27	3	18.0	2.0
27	332	20.0	18.0
27	333	0.0	2.0
27	60	0.0	1.0
27	52	18.0	10.0
27	197	20.0	2.0
27	334	20.0	18.0
27	335	18.0	14.0
27	336	0.0	18.0
27	337	16.0	14.0
27	191	0.0	6.0
27	338	20.0	10.0
27	2	0.0	1.0
27	56	10.0	6.0
27	187	0.0	14.0
27	54	18.0	10.0
27	196	0.0	18.0
27	44	16.0	6.0
27	339	16.0	9.0
27	340	18.0	14.0
27	23	40.0	14.0
27	110	20.0	18.0
27	0	20.0	2.0
27	45	16.0	10.0
27	51	18.0	6.0
27	47	14.0	9.0
27	26	10.0	1.0
27	142	20.0	14.0
27	30	14.0	2.0
27	27	14.0	1.0
27	42	16.0	9.0
28	24	10.0	5.0
28	129	12.0	2.0
28	10	0.0	1.0
28	151	16.0	10.0
28	341	0.0	14.0
28	342	0.0	9.0
28	2	0.0	1.0
28	171	20.0	10.0
28	186	16.0	17.0
28	27	14.0	2.0
28	343	0.0	5.0
28	173	0.0	14.0
28	75	16.0	10.0
28	265	0.0	2.0
28	14	18.0	14.0
28	344	18.0	17.0
28	5	16.0	9.0
28	121	0.0	1.0
28	345	0.0	10.0
28	346	20.0	17.0
28	15	0.0	1.0
28	180	14.0	17.0
28	3	18.0	5.0
28	12	0.0	5.0
28	23	40.0	14.0
28	134	14.0	2.0
28	7	0.0	9.0
28	139	20.0	9.0
28	26	16.0	2.0
28	80	18.0	9.0
28	25	16.0	5.0
28	118	20.0	10.0
28	30	12.0	1.0
28	81	20.0	17.0
29	347	0.0	10.0
29	7	0.0	9.0
29	55	0.0	14.0
29	348	0.0	6.0
29	10	20.0	5.0
29	105	20.0	9.0
29	349	20.0	14.0
29	15	16.0	1.0
29	350	0.0	14.0
29	11	20.0	5.0
29	18	0.0	2.0
29	2	0.0	1.0
29	47	18.0	9.0
29	351	0.0	1.0
29	31	0.0	9.0
29	44	18.0	6.0
29	56	18.0	6.0
29	352	20.0	9.0
29	30	16.0	2.0
29	113	18.0	6.0
29	181	0.0	14.0
29	57	16.0	10.0
29	51	18.0	6.0
29	12	0.0	2.0
29	107	20.0	10.0
29	16	18.0	2.0
29	3	20.0	2.0
29	27	0.0	1.0
29	45	18.0	10.0
29	25	18.0	5.0
29	26	0.0	1.0
29	43	18.0	5.0
29	353	20.0	10.0
29	24	14.0	5.0
29	116	20.0	14.0
30	27	0.0	1.0
30	354	14.0	1.0
30	70	16.0	9.0
30	3	12.0	5.0
30	0	16.0	2.0
30	10	0.0	1.0
30	355	0.0	5.0
30	2	0.0	1.0
30	15	0.0	2.0
30	11	14.0	6.0
30	109	0.0	5.0
30	66	10.0	14.0
30	108	0.0	2.0
30	7	10.0	9.0
30	30	14.0	2.0
30	16	0.0	2.0
30	25	16.0	6.0
30	79	0.0	2.0
30	12	16.0	5.0
30	111	14.0	14.0
30	68	18.0	6.0
30	72	20.0	14.0
30	69	18.0	6.0
30	356	14.0	9.0
30	286	14.0	5.0
30	63	18.0	14.0
30	357	8.0	9.0
30	83	14.0	9.0
30	26	0.0	1.0
30	358	16.0	6.0
31	72	14.0	14.0
31	359	0.0	6.0
31	3	16.0	5.0
31	1	0.0	5.0
31	12	0.0	6.0
31	11	0.0	10.0
31	2	20.0	2.0
31	67	0.0	5.0
31	218	16.0	6.0
31	360	14.0	6.0
31	25	18.0	5.0
31	361	0.0	10.0
31	7	16.0	14.0
31	362	16.0	10.0
31	0	18.0	1.0
31	358	0.0	5.0
31	15	18.0	1.0
31	354	0.0	1.0
31	60	20.0	10.0
31	16	0.0	1.0
31	224	18.0	14.0
31	108	0.0	2.0
31	26	18.0	2.0
31	363	16.0	10.0
31	10	18.0	2.0
31	27	0.0	2.0
31	30	18.0	1.0
31	163	18.0	6.0
31	364	18.0	14.0
32	18	0.0	5.0
32	16	16.0	1.0
32	365	0.0	14.0
32	1	14.0	6.0
32	13	0.0	5.0
32	30	16.0	2.0
32	366	14.0	10.0
32	26	14.0	5.0
32	10	0.0	2.0
32	63	20.0	14.0
32	21	0.0	1.0
32	2	14.0	2.0
32	367	0.0	10.0
32	24	14.0	10.0
32	36	20.0	14.0
32	17	12.0	2.0
32	25	16.0	5.0
32	214	0.0	6.0
32	11	18.0	5.0
32	27	18.0	2.0
32	323	20.0	14.0
32	15	0.0	1.0
32	33	18.0	1.0
32	0	20.0	1.0
32	368	20.0	10.0
32	12	12.0	6.0
32	325	0.0	10.0
32	23	40.0	14.0
32	3	18.0	6.0
32	7	0.0	6.0
33	325	20.0	1.0
33	1	20.0	6.0
33	27	12.0	2.0
33	55	20.0	2.0
33	369	16.0	10.0
33	11	0.0	5.0
33	15	20.0	1.0
33	7	14.0	6.0
33	196	0.0	2.0
33	10	18.0	5.0
33	18	0.0	14.0
33	39	16.0	14.0
33	112	14.0	10.0
33	38	16.0	2.0
33	12	14.0	6.0
33	370	14.0	10.0
33	2	0.0	2.0
33	3	0.0	6.0
33	163	14.0	10.0
33	371	12.0	14.0
33	30	14.0	5.0
33	14	12.0	10.0
33	60	18.0	1.0
33	25	20.0	5.0
33	16	10.0	1.0
33	0	18.0	1.0
33	29	18.0	6.0
33	23	40.0	14.0
33	26	18.0	2.0
33	24	14.0	5.0
34	232	14.0	1.0
34	245	18.0	2.0
34	244	16.0	2.0
34	243	16.0	2.0
34	240	14.0	2.0
34	233	10.0	2.0
34	239	16.0	5.0
34	238	16.0	1.0
34	242	20.0	5.0
34	227	0.0	1.0
34	237	12.0	5.0
34	227	0.0	2.0
34	235	18.0	5.0
34	227	0.0	5.0
34	228	16.0	1.0
34	234	18.0	2.0
34	229	18.0	1.0
34	236	16.0	5.0
34	231	20.0	5.0
34	241	20.0	1.0
34	230	20.0	1.0
35	26	14.0	1.0
35	2	8.0	1.0
35	3	0.0	2.0
35	11	0.0	2.0
35	372	16.0	9.0
35	155	12.0	5.0
35	195	14.0	9.0
35	373	0.0	9.0
35	374	20.0	2.0
35	7	18.0	5.0
35	0	12.0	2.0
35	1	0.0	5.0
35	30	14.0	9.0
35	27	10.0	1.0
35	375	14.0	5.0
35	10	10.0	1.0
35	24	18.0	9.0
35	376	16.0	1.0
35	163	10.0	2.0
35	377	18.0	5.0
36	0	18.0	2.0
36	2	0.0	5.0
36	12	10.0	9.0
36	25	0.0	6.0
36	24	0.0	6.0
36	3	16.0	6.0
36	12	0.0	6.0
36	27	14.0	2.0
36	15	0.0	2.0
36	7	0.0	9.0
36	26	20.0	5.0
36	160	18.0	14.0
36	5	12.0	9.0
36	10	0.0	5.0
36	23	40.0	14.0
36	72	20.0	14.0
36	378	20.0	9.0
36	11	14.0	5.0
36	379	0.0	6.0
36	380	0.0	6.0
36	16	10.0	2.0
36	381	25.0	14.0
36	39	20.0	14.0
36	30	20.0	2.0
36	382	0.0	5.0
36	35	12.0	9.0
36	383	18.0	2.0
36	114	18.0	14.0
36	318	0.0	6.0
36	317	0.0	5.0
37	89	7.0	2.0
37	91	6.0	2.0
37	87	16.0	1.0
37	384	0.0	1.0
37	98	9.0	2.0
37	385	0.0	5.0
37	95	14.0	2.0
37	86	18.0	1.0
37	101	12.0	1.0
37	386	16.0	2.0
37	384	0.0	2.0
37	90	20.0	1.0
37	96	6.0	2.0
37	387	20.0	2.0
37	388	12.0	5.0
37	389	14.0	5.0
37	309	10.0	2.0
37	97	20.0	1.0
37	390	14.0	5.0
38	7	0.0	9.0
38	34	16.0	14.0
38	391	0.0	5.0
38	12	18.0	5.0
38	392	0.0	9.0
38	2	0.0	2.0
38	393	0.0	1.0
38	15	16.0	1.0
38	10	0.0	2.0
38	153	20.0	2.0
38	11	18.0	6.0
38	368	16.0	14.0
38	394	0.0	6.0
38	16	16.0	1.0
38	395	20.0	5.0
38	30	16.0	1.0
38	248	16.0	10.0
38	24	18.0	5.0
38	194	12.0	9.0
38	27	0.0	2.0
38	26	18.0	2.0
38	226	16.0	9.0
38	396	18.0	14.0
38	182	20.0	10.0
38	158	18.0	6.0
38	25	16.0	6.0
38	184	18.0	9.0
38	1	16.0	6.0
38	178	16.0	10.0
38	23	40.0	10.0
38	3	16.0	5.0
38	0	18.0	1.0
